username,komentar,sentimen,Waktu,,,
franzsiant,"Korupsi bansos gimana kabarnya? Lama bgt prosesnya. Jadi dihukum mati gak yg korupsi, pak @jokowi ? saya emosi terhadap ini!",Negatif,03/02/21 16:45:48,,,
muzakkir_jakkir,"Pak, sampai saat ini, utang negara kita udah berapa pak.? Rakyat kecil pengen tau aja pak.",Negatif,03/02/21 17:05:01,,,
wiwieksep,sehat semuanya....aamiin??,Positif,03/02/21 17:08:49,,,
shofycuaby,Pak mohon liat rakyat yg kehidupannya dr berjualan.sya berjualan dagang lauk mateng skrg ada kebijakan bru lagi hari weekand kta gak boleh keluar telah jm 6 sore.sya buka wrung aja jm 4 kadang jm 5 pak.siapa yg mau beli klo seperti ini.tolong pikir kan pak.bantuan dr pemerintah hanya 300rb perbulan.sya pnya anak sklh apa cukup buat mkn kami 300rb itu belum byr kontrakan n listrik pak,Negatif,03/02/21 17:29:23,,,
intansri330,"Salam pak, Bagaimana dengan WNI yang bekerja sebagai TKI di LN, apakah mendapatkan vaksin juga di negara tempat kami berkerja. Terima kasih.",Positif,03/02/21 22:07:43,,,
akhmadun899,Kalo bisa di imbangi dengan perpu u vaksinasi mandiri biar cepet teratasi dan solusi yang akurat dengan tidak korbankan aktivitas ekonomi kerakyatan,Negatif,03/02/21 23:16:53,,,
wahyunaryoko,Siap di paksin pk saya tpi kalau mbayar senentar ini blm punya uang pk ,Negatif,03/02/21 23:18:31,,,
nc_ayi,Sehat terus presiden ku ...giliran kami kapan pak d vaksin… jangan lama2 ya pak,Positif,03/02/21 23:45:05,,,
asdzxcv123999,"Min... ada ""gosip"" yang bilang negara kita dapet vaksin gratis dari kampung grandma liz. Jangan sampe muncul fitnah lagi kalo warga kita  cuma jadi bahan percobaan vaksin covid 19 jenis baru. Mosok gak ada yg curiga sih itu GRATIS lho... Wkwkwkwk",Negatif,03/02/21 23:50:25,,,
faturathung,Jauhi pilkadaa,Negatif,04/02/21 00:15:28,,,
morbi.uz,"pak tolong pak insentif nakes jangan dipotong, gaji relawan cuma dari situ pak RS ga ngasih",Negatif,04/02/21 00:18:17,,,
satriasatria2145,Semangat trus,Positif,04/02/21 00:48:56,,,
jasa_ramal_sketsa_dan_tarot,Sehat selalu pak presiden,Positif,04/02/21 01:16:40,,,
tau.andre,"Pngn ny saya di rumah saja menjauhi kerumunan, trus di rumah di suplay bahan pangan dari bapak @jokowi forever",Negatif,04/02/21 01:20:12,,,
petrusaumaran,"Slamat berjuang!!!!! Smoga sesuai dngn yg diharapkan. Smga dngn vaksinasi,  bisa berakhirx masa pandemi.",Positif,04/02/21 01:37:48,,,
elisabethermelindasimon,Trimakasih Presidenku,Positif,04/02/21 01:45:48,,,
ronaldtandajulahade,Kalo udah terbukti lab uji coba yg terkena corona dan sembuh tdk apa2. Kalo gak ada hasil uji. Ngapain dibeli vaksinnya dan dibuat uji coba kepada rakyat sendiri. Rakyat indonesia bukan kelinci percobaan.,Negatif,04/02/21 02:29:30,,,
setan_lautkidul,Pak Jokowi saya prihatin terhadap sepak bola Indonesia sampai kapan peringkat fifa timnas kita turun ? Liga ngga jalan jalan padahal tetangga liganya sudah jalan  semua,Negatif,04/02/21 03:26:07,,,
ahmadridloamalin,"Pak @jokowi kenapa sekarang petani susah dapat pupuk? Padahal lagi musim tanam ini. Cari kemana2 tidak ada, pupuk subdisi hilang..",Negatif,04/02/21 03:34:20,,,
puding_madiun,Semoga Indonesia segera pulihh,Positif,04/02/21 03:58:23,,,
iwan.o.m,"Saran kami Pemberantasan Wabah Virus Covid19 ini Harus dimulai dari tingkat RT/RW dulu Kedisiplinan Ditegakkan menurut saya, kita bisa liat dilingkungan kita tidak disiplin dan seakan akan mereka anggap tidak ada Wabah ! Tidak ada Gebrakan Gebrakan yang Tegas dari aparat maupun yang berwenang disamping kurangnya Kesadaran Masyarakatnya ! yang ada Cuma Himbauwan Bisu layaknya Spanduk/Banner !!! Rt Rw Para Pemuka Agama Tokoh Masyarakat Kepemudaan/Karang Taruna dan Puskesmas Harus Diberdayakan Kembali dan Berlaku di Seluruh Indonesia insya ALLAH Kalo ini berjalan Wabah Hilang Musnah !!!Yaa Salam !!!",Negatif,04/02/21 04:14:07,,,
teguhbudisantoso12,"pak @jokowi kebijakan anda banyak yg blunder, banyak rakyatmu yg gulung tikar usahanya, banyak rakyatmu yg kelaparan, pkm bapak membuat pedagang kecil ngos²an untuk hidup di infonesia yg bapak pimpin, semoga bapak membaca pesan ini, salam hormat saya untuk bapak presiden yg dulu amat saya cintai",Negatif,04/02/21 04:16:20,,,
gusdurkaltim,Salah satu yang menyebabkan covid-19 di Indonesia berkurang adalah harus dihentikan kedatangan org-org china masuk ke Indonesia. Begitu juga dari negara lain. Pemerintah RI harus tegas pada masalah ini.,Negatif,04/02/21 04:53:50,,,
amuliana598,Semoga negara Indonesia cepat terlepas dari covid ini,Positif,04/02/21 04:59:06,,,
mutiarahatiajah2341,"Pak jokowi....kami sangat sulit mencari rezeki....jualan sepi sekali...gimana pak ...bantuan belum pernah Dapat.,...pusing pak....",Negatif,04/02/21 05:08:08,,,
melidaayanti,"Pak jokowi ini dana umkm mau dicairin knp diblokir saya udh bulak balik nanya bni dan pnm jadi ngerasa diboongin, kalo adacs bni tolong jelaskan",Negatif,04/02/21 05:19:30,,,
slametpuspanto,Pak kalau digresik mndapatkan suntikan vaksin utk kami orang sipil kapan pak,Positif,04/02/21 05:31:39,,,
d_wiku,"Cuma mau tanya ini , apa bener?? Kl bener kok tega amat…",Negatif,04/02/21 06:06:49,,,
sycnze,"Masyarakat keluar rumah juga bukan untuk berkerumun pak. Mereka keluar memang sudah menjadi tanggung jawab mereka mencari Rezeki. 1th kok gini amat. Pengangguran banyak kejahatan meningkat. Masih aja disuruh dirumah. Iya kalau dirumah ada bahan makanan, kalau gak ada suruh makan bangku gitu!!!",Negatif,04/02/21 06:13:11,,,
andrimaulanasatria,Di jawa tengah org² bingung karna Psbb. Org atas cmn ngasih saran doang tpi ga dingasih solusi.,Negatif,04/02/21 06:14:58,,,
raisyabukanisya,"bapak kurus banget pak, presiden kok tulang doang",Negatif,04/02/21 07:00:36,,,
imamsoelvan,"Semoga Pelaksanaan Vaksinasi Covid-19 ,berjalan lancar dan sukses Aamiin YRA.",Positif,04/02/21 07:15:56,,,
bora.kitchen,Dana anggaran covid habis baru si covidnya hilang kayaknya pak,Negatif,04/02/21 07:19:12,,,
cuthasniati,pak presiden tlg lah bantu agar klaim asuransi jiwa sy dibayar oleh bumi putera jakarta,Negatif,04/02/21 07:27:28,,,
rakyatkecil_idn,"PRESIDEN GOBLOK TOLOL,BONEKA MEGAWATI.CEPET CEPET KE ORANG KAYA LU MODAR!!!",Negatif,04/02/21 07:50:51,,,
deriagustyansyah,Perkenalkan nama saya deri agustiansyah dari smk bakti nusa bogor izin menurut saya di paksin itu emang baik tapi apakah ada jaminan jika terjadi sesuatu pada masyarakat karena warga atau masyarakat pasti ngerasa takut karena kemungkinan warga besar warga atau masyarakat menolak untuk di paksain tetap semangat untuk warga atau masyarakat patuhi protokol kesehatan dan terapkan 3M dimana pun anda berada tetap semangat pak semoga di berikan kelancaran dan kesehatan sekian trimakasi,Positif,04/02/21 08:08:30,,,
mieeeee.gorenggggg,Pak Folback,Positif,04/02/21 08:13:40,,,
lutfinabila12,Semoga sehat selalu,Positif,04/02/21 08:25:45,,,
tsania_nurfauziah,Pak saya mau nanya sakit gak pak di vaksin,Positif,04/02/21 09:55:52,,,
putriihambalii_,"Perkenalkan nama saya Putri Lestari Hambali dari SMK bakti nusa kabupaten Bogor izin berkomentar di postingan bapak. Menurut saya di vaksin itu baik karena mencegah terkenanya penyakit covid 19, tetapi apakah ada jaminan dari pemerintah bila jika seseorang yang sudah di vaksin terjadi sesuatu pada dirinya. Masyarakat belum begitu paham dengan adanya vaksin untuk mencegah terjadinya penyakit covid 19 dan masyarakat begitu takut karena kemungkinan besar masyarakat menolak untuk di vaksin. Jadi bagaimana usaha pemerintah untuk menangani masyarakat yang takut akan di vaksin. Tetap semangat dan jaga kesehatan pak. Terima kasih",Negatif,04/02/21 10:39:19,,,
mumu_diaryy,pak tolong dipercepat dong vaksinasinya utk masyarakat.. adakan vaksin mandiri aja utk mmpercepat distribusi vaksin tlg libatkan swasta,Positif,04/02/21 11:01:16,,,
taufikhidayat_888,3 periode aja sih pak..,Positif,04/02/21 12:45:29,,,
bettaoutlet.id,Sudahlah.... tidak ada cara lain selain Lockdown. Akui itu dulu.... jangan berusaha menyangkal terus,Negatif,04/02/21 13:19:47,,,
bettaoutlet.id,Jakarta sangat butuh Lockdown! Jangan berpikir untuk mengorbankan rakyat jakarta demi kepentingan perut warga di luar Jakarta. Warga Jakarta bukan sapi perah. Kami memilih Lockdown agar kami semua sehat!!,Negatif,04/02/21 13:21:12,,,
albathhh,"SAYANG SEKALI INSENTIF UNTUK NAKES MALAH DIKURANGIN.PADAHAL BELUM SEHARUSNYA DIKURANGIN SIHHH PAK.KARENA INI PANDEMI MASIH BERGULIR.HARUSNYA PEMERINTAH MALAH NAIKIN INSENTIF NAKES,DAN NURUNIN INSENTIF PEGAWAI DIBIDANG LAIN SIH... KARENA INSENTIF INILAH SEBENARNYA SEMANGAT PARA NAKES... TAPI MALAH DIKURANGIN GINI... APA GA MESTINYA DIKAJI LAGI PAK.KAN BANYAK DIBIDANG LAIN YANG BISA DIKURANGIN INSENTIF NYA.Kenapa ga dikurangin anggaran kemenpora aja pak untuk sementara . jgn malah dokter jadi kena imbas nya @budi.gunadi.sadikin @kemenkes_ri @kemenpanrb @idafauziyahnu @erickthohir @airlanggahartarto_official",Negatif,04/02/21 14:56:13,,,
yayankids,Vaksinasi masal bisa sekolah moso ga iso pak. Nasib anak bangsa pie pak golek gawean angel pak. Gak punya ketrampilan gara2 sekolah di tutup bagamanai kelak kami lulus bisa mencari pekerjaan pak. Ketrampilan tidak punya,Negatif,04/02/21 15:11:52,,,
lian1187,jgn smpe psbb lgi yaa pak.. byk perusahaan besar  jdi pada gulung tikar,Negatif,04/02/21 16:02:29,,,
caaaa_bhawell,Pak jokowi harus semangat menjaga Indonesia karna bapak yang terbaikkkkkkkkkkkkk,Positif,04/02/21 16:52:46,,,
abdingrh_,"Setahun sudah. ""EFEKTIF KAH?""",Negatif,04/02/21 21:47:04,,,
iroh1964,Suntik vaksin untuk warga umum yang lainnya kapan mulainya di setiap RW setempat,Positif,04/02/21 23:35:54,,,
krishnatachi,Yth.pak.Jokowi tolong pensiunan seperti saya diberi bantuan tunai .,Negatif,04/02/21 23:38:30,,,
muchtarudinasli,"Gubernur jateng mohon dikasih tau, kalau bikin kebijaksanaan jangan dadakan. kemarin berkembang isu pasar lockdown. Di pasar Desa, harga tempe naik dr 3000 jd 3500. Orang2 jd panik, berbondong-bondong ke Pasar, jadilah kerumunan baru.",Negatif,05/02/21 00:50:56,,,
endang1815,Sehat selalu pak presiden,Positif,05/02/21 01:20:46,,,
dabgarageallproduct,"Yth Bapak Jokowi,terkait adanya rencana pemberlakuan ganjil genap oleh pemkot bogor sbg upaya menekan penyebaran virus covit 19 dan mobilitas warga,mhn kiranya dapat dipertimbangkan kembali,karena masih banyak warga bogor yg menggantungkan hidup dr kendaraan mereka satu2nya sbg contoh ojol,taxi online atau profesi lainnya,mhn kebijakan yg dibuat oleh pemkot bogor tidak membebani hidup warga bogor yg sdh sulit dibuat lbh sulit lagi terutama bagi mereka dr kalangan menengah kebawah,alangkah baiknya kebijakan tsb  jg memperhatikan efek/ imbas utk mereka yg anggota keluarganya butuh nafkah dr kndrn mereka pergunakan sehari hari,lain halnya apabila pemkot bogor memberikan kompensasi pd saat pemberlakuan ganjil genap",Negatif,05/02/21 01:21:04,,,
fahriyuslim,Kami kapan.. kok paling belakang km jg manusia indonesia,Negatif,05/02/21 01:24:55,,,
diahsumiangsih,"Bapak Jokowi saya yakin bapak tau saya ,rakyat bapak yg sangat mengidolakan bapak",Positif,05/02/21 01:36:10,,,
fe.ndi878,Mempunyai fresidenpenuh semangat semoga sehat selalu bapak jokowi amin,Positif,05/02/21 01:37:00,,,
juwanto.joe.3,Sehat salalu nggih pak..selalu bahagia,Positif,05/02/21 01:37:28,,,
andrapromild,BSU bpjs ketenagakerjaan lanjutkan dong Pak @jokowi dan Ibu @idafauziyahnu minimal sampai akhir tahun 2021,Positif,05/02/21 01:39:53,,,
podria_,"gas WAR ke elite global,. dari pada dibodohi.. kasihan aku",Negatif,05/02/21 01:48:15,,,
rmpraxsc,Pak emang bener natuna mau diambil ama china?,Positif,05/02/21 01:48:23,,,
chaerulhimam,Mantappp pakk,Positif,05/02/21 01:48:25,,,
doddydayya,Alhamdulillah,Positif,05/02/21 01:50:28,,,
aldo_131200,Jangan LockDown dong pakkkkk..,Negatif,05/02/21 01:51:04,,,
sernusdagoes,"Pagi pa presiden, gi mana kabarnya",Positif,05/02/21 01:56:01,,,
bruzemike,kapan sekolah masuk pak? Kami bosan di rumah terus…,Negatif,05/02/21 01:57:38,,,
dhayumuri,Semoga covid kalah dengan semangat dan kesehatan warga Indonesia,Positif,05/02/21 01:58:10,,,
hanny.setiawan,Masyarakat masih banyak yg tidak perduli pakai masker. Pedagang makanan kaki lima banyak yg tidak pakai masker dagang sampai tengah malam. Tidak ada tindakan dari satgas covit. Kalau ditegur pembeli tenang aja jawabnya kalau kena covit berobat gratis dibayarin pemerintah. Sedih dengarnya,Negatif,05/02/21 01:58:35,,,
foxsteakhouse,Sehat selalu bapak,Positif,05/02/21 02:01:40,,,
rmpraxsc,Pak emang bener natuna mau diambil ama China?,Positif,05/02/21 02:10:45,,,
epoy_vie,"Semangat presidenku, jg yg sedang dan akan di vaksin.. Sy menunggu utk giliran divaksin",Positif,05/02/21 02:14:29,,,
yggdrasill94,Siapa pemilik acaranya? Ko ini ada kerumunan dibiarkan,Negatif,05/02/21 02:19:43,,,
binsarhtjlu,"Mantap kerja, kerja dan kerja",Positif,05/02/21 02:22:47,,,
eunoia.shah,"Di era Reformasi, Negara sebesar RI, masa depannya dtentukan hny oleh janji kampanye Capres. Tanpa lg ada GBHN yg dtetapkn MPR. Parahnya lg, jk kemudian presiden trpilih adlh hobi ngibul, mbiarkan korupsi mrajalela & gk paham prsoalan2 negara. Sama ucapannya sndiri pun gk paham",Negatif,05/02/21 02:27:12,,,
ren.ekaputra,Pak jangan perbolehkan budaya orang masuk ke negara kita,Positif,05/02/21 02:32:44,,,
kasajiputrayahoocoid,Cofad covid. Membosankan beritanya.,Negatif,05/02/21 02:34:30,,,
mateusdroga,Mantap bapa presiden joko widodo,Positif,05/02/21 02:36:51,,,
kasajiputrayahoocoid,Yg perlu di curigai para dokter yg selalu mengklam orang yg meninggal di rumah sakit kebanyakan divonis covid.,Negatif,05/02/21 02:38:03,,,
jenera__khan,Presiden kesayanganku pak @jokowi,Positif,05/02/21 02:40:00,,,
ntferdian,Tolong pak Presiden ini bengkel jl karyabakti no 105 indrakasih Medan terus beroperasi mengancam kami melempari rmh kamimpak,Negatif,05/02/21 02:44:06,,,
ntferdian,Tolong bpak sudah dinpakai nya tembok rmh kami di lempari nya atap sy jl karyabakti no 105 indrakasih Medan atap sy pak,Negatif,05/02/21 02:44:38,,,
keyzekiel,Jika Indonesia tidak bisa berdamai . Jangan salahkan suatu saat Amerika akan nuklir NKRI,Negatif,05/02/21 02:50:36,,,
adriyantibaedhowi,Vaksin massal buat industri pariwisata dan perhotelan dong Pakde.. colek @phrionline dan @kemenparekraf.ri,Positif,05/02/21 02:51:23,,,
jsonoto,Baik sekali Bapak @jokowi .Tuhan memberkati..,Positif,05/02/21 02:52:38,,,
pitdzain,Pak tolong jelasin apa hubungannya corona sama anak-anak gak belajar disekolahan ??????,Negatif,05/02/21 02:54:34,,,
dennylim75,"Mantap Bpk Presidenku,Slm doa Tuhan Yang Maha Kuasa kiranya selalu melimpahi Anugerah sehat,kasih sayang,dan berkat perlindungan.Aim",Positif,05/02/21 02:58:03,,,
adlaalvail03,Pak apa bener kuota paket 40gb akan di transfer ke sekuruh bagi yg belajar daring dirumah secara gratis dari bapak semoga diadakan,Positif,05/02/21 03:05:32,,,
fay_wahid,"Bismillah, semoga ALLAH melancarkan semua urusan Bpk Jokowi dan jajaranya",Positif,05/02/21 03:07:58,,,
sitepubutet,Kami menggu giliran di Medan,Positif,05/02/21 03:11:01,,,
anita_duna_ramos,Sisa2 nnti kasih masyarakat dan sodara terdekat dahulu,Positif,05/02/21 03:11:42,,,
mokooku,Selamat pagi presiden....terkait dengan tontonan rakyat sepakbola sebagai hiburan masyarakat...kok susah dilihat...ini terkait dengan PSSI juga masalah haksiar ..itu kan harusnya seperti apa...ketika stasiun dikasih tanggung jawab..untuk menyiarkan bola....terus yang terjadi seperti apa..mohon dicarikan solusi lah pak... bagaimanapun sepakbola itu olahraga masyarakat dan ini juga terkait hiburan masyarakat... terimakasih,Negatif,05/02/21 03:12:56,,,
happily.ever.after_1993,"Ya Allah Pak Jokowi & Bu Sri Mulyani 3 bulan lagi lebaran, Please Kasih 1 kesempatan lagi kami untuk menerima BSU, Banyak kebutuhan yg hrs dipenuhi,",Positif,05/02/21 03:13:01,,,
frenkyujan,Semoga sehat semua pak presiden Indonesia bangkit,Positif,05/02/21 03:13:21,,,
mukid.mukid.3720,Mantap pak jokowi,Positif,05/02/21 03:20:21,,,
fikarough,Pak kota depok kapan di vaksin?,Positif,05/02/21 03:21:19,,,
mokooku,Kami juga disusahkan dengan pendaftaran kartu pak...mereka itu para pengusaha gak mikir ..ribetnya kita yang berpaket dalam menjalankan internet....kekonter harus bawa KK dulu..kaya ngantri BLT,Negatif,05/02/21 03:23:13,,,
waeraman7,Sehat selalu pak,Positif,05/02/21 03:23:17,,,
tantyartika,"Pak di daerah kaltim mau di lockdown keseluruhan selama 2 hari gimana pak , pemerintah gak punya solusi bagi kami yg cuma berpenghasilan dagangana",Negatif,05/02/21 03:23:19,,,
rudi.261089,"Kalau mau Lockdown yah Lockdown aja, jangan Lockdownnya hanya Jumat sampe Minggu saja pak... Senin sampe Kamis orang pada masuk kerja, ramai lagi, macet2an, kumpul2 di kantor, pabrik pada desak2an lagi, naek KRL padat lagi.... Sama aja gak ada habisnya... Mobilitas nya sepi hanya Jumat - Minggu.. Senin sampai Kamis mobilitas meningkat... Kebijakan harus tegas... Kalau mau Lockdown yah sekalian Lockdown... Kalo Jumat - Minggu saja kemungkinan sama aja gak efektif...",Negatif,05/02/21 03:33:48,,,
rifkidfa,Tinggal vaksin yang kedua nih pak @jokowi,Positif,05/02/21 03:36:06,,,
atmantop,Trima kasih Pak Presiden Utk melindungi seluruh Tenaga Kesehatan sebagai Pejuang COVID 19 terdepan,Positif,05/02/21 03:38:54,,,
w.a.h.y.u.a.n.g.g.a,Pak kenapa pasar semua toko klontong toko kecil warung makan kau tutup pak di jateng bapak mau ngasih kompensasi buat yg ditutup pak.tutup tuh warga asing keluar masuk jangan malahan warganya yang kena warga asing enak2n masuk yg dari luar jg msuk.luar negri aja ngga seperti di indo lebay pak.,Negatif,05/02/21 03:41:32,,,
mipanzuzu1709,Mantap pak jokowi. Sukses terus,Positif,05/02/21 03:42:57,,,
muhammad.e.wn.3,Hello bp jokowi,Positif,05/02/21 03:50:04,,,
ai.syah1562,Pak kapan virus nya selesai. Kita rakyat kecil yg hari2 di rumah aja keluar2 kerja cari duit. Boro2 keluar negri. Ini viruss asal mula drii luar negri. Kenapa kita rakyat yg di suruu di rumah aja. Ada kebijak.an di suru di rumah aja. Nasip yg kerja hari.an bagaimana. Yg jualan.aktifitas di luar rumah. Rakyat ke bawah yg kena dampak nya.,Negatif,05/02/21 03:51:14,,,
hankdake,Pak @jokowi itu di kmpung saya para petani sush nyari pupuk.,Negatif,05/02/21 03:51:37,,,
hendriklo13,Yeahhh akhirnyyaaa yang ditunggu2,Positif,05/02/21 03:52:12,,,
hosein_wahyu,Nakes yg 61 thn dan masih praktek kapan vaksinasi nya pak Presiden Jokowi.,Positif,05/02/21 04:21:41,,,
maiwiqra,Sehat terus ya pak,Positif,05/02/21 04:31:07,,,
yoo_nita_yo,Aku belum di vaksin,Positif,05/02/21 04:43:58,,,
puputgitaback_,malas lah dirumah terus bosan,Negatif,05/02/21 05:09:54,,,
denyy.chen96,Aku mau di vaksin,Positif,05/02/21 05:27:13,,,
patalatuandarias,Sukses selalu pa presiden,Positif,05/02/21 05:35:42,,,
har_mannawi,Sehat selalu pak presiden.,Positif,08/02/21 23:56:43,,,
ferysuryaa14,"pagii pak presidenn,sya berharap di tahun ini pandemi covid 19 segeraa usaii,karena apa di 1 tahun pademi aja sudah cukup beratnyaa,trus skrng udh jalam 1 tahun lebih,bapak sya sudah tidak bekerja lagi,ibuk sya IRT,bapak sya pernah mendaftar prakerja tapi engga dapat,trus pernah mengajukan UMKN di denpasarr engga dapat jugaa,pdhal punya usaha dirumahh,mohon untuk di monitorr per daerahnya agarr sampai ke tangan yg pass,karena banyak yg engga bisa beli berass,hanya sekedar makan aja sudah susahnya minta ampunn,,,Dari bali untuk indonesiaa #Balibngkitt @jokowi @najwashihab",Negatif,09/02/21 00:08:50,,,
isshind,Semangat,Positif,09/02/21 16:22:56,,,
hudhanwisnum,Korona keluarnya jam 7 malem keatas ya pak? Soalnya mini market pada tutup jam segituan,Negatif,09/02/21 17:22:06,,,
hudhanwisnum,Korona adanya cuman di kampus sama sekolahan ya pak? Soalnya cuma kampus sm sekolahana aja yg libur yg lain lancar2 aja haha,Negatif,09/02/21 17:22:49,,,
zkrbimbim,Mana mungkin bisa hilang ..semua di tangan bapak.75%rakyat Bpk lebih memilih bahwa covid 19..sudah d abaikan..karena mereka lebih memili gimana caranya mencari nafkah..untuk menghidupi keluarga..,Negatif,09/02/21 19:52:40,,,
arsyad_firmansyah09,Aku ga mau pakde,Negatif,09/02/21 20:09:35,,,
adytsapta,"Semua cara sudah digunakan, gunakan cara baru...hentikan tesnya, bubarkan tim nya, hilangkan beritanya...stop stop stop",Negatif,09/02/21 23:28:30,,,
cy_motor8383,BAPAK DII VAKSIN SAJA MASIH MEMIKIRKAN RAKYAT  INSYA ALLAH  SEMUA SESUAI JALAN YG SUDAH DI TENTUKAN AAMIIN..,Positif,09/02/21 23:55:44,,,
peluk227,"Vaksin tapi psbb masih berjalan, lapangan pekerjaan mulai menipis, banyak perusahaan dan berbagai tempat yang bangkrut hingga akhirnya pengurangan karyawan atau pemecatan seluruhnya, hanya vaksinasi saja tanpa diimbangi makanan minuman suplemen vitamin buah masker itu ga akan membuat semua lebih baik, semua menjadi susah mungkin bagi yang konglomerat sh ok ok aja tenang tapi buat yang rakyat biasa udah kerjaan dipecat nyri kerja susah mau  makan apa? Bahkan angka kematian di indonesia lebih banyak karena kelaparan, dan angka pengangguran. Psbb diberlakukan tapi bantuan hanya sedikit dan ga semua yang kebagian. Pendidikan pun jadi harus berhenti karna sudah tak sanggup membayarnya. Oklah sfh, tapi kan sekolah juga harus dibayar ga mungkin kan sekolah semuanya gratis. Mau berapa lama gratis? Pajak aja banyak yang ga bayar dikalangan atas. Cobalah pak, sorot daerah yang ga diketahui. Jakarta okelah ibukota, daerah lain banyak loh yang wajib banget butuh banget support segala macemnya. Mereka juga indonesia, harus diperlakuin adil bukan hanya dimanfaatkan hasil tanamnya tapi dibuang begitu saja.",Negatif,10/02/21 00:04:31,,,
erneztonggesu,Cabut sudah protokol kesehatan bpk @jokowi bubarkan gugus tugas...tidak ada yang mati kejang2 d jalan seeprti d cina...jangan cuma minta mw d kritik saja pak...dengar juga saran dari pada ahli2 epidemiologi,Negatif,10/02/21 00:13:26,,,
ade_zulfrian,Protokal protokol aje bisanya,Negatif,10/02/21 02:08:34,,,
lissaputri79,Kita tunggu pak.vaksin nya nyampek sini,Positif,10/02/21 02:52:49,,,
at_zaujiwazaujaty,"Seperti statement diatas pandemi hampir 1 tahun melanda Indonesia tetapi nampaknya COVID-19 seperti tidak bergeming dari bumi Pertiwi Indonesia... Knapaa? Karena kebanyakan masyarakat Indonesia baik yang Intelectual termasuk yang Unintelectual most of them are ""Uneducated""!!! Karena mengindahkan himbauwan Bapak Presiden Joko Widodo masalah Protokol Kesehatan. Kalau orang2 ""UNEDUCATED"" ITU TIDAK SEGERA SADAR!!! Prediksi saya 3-5 tahun kedepan. Kerajaan Arab Saudi will be BANDED jama'ah Hajji dan 'Umroh Indonesia. JAMA'AH HAJJI & 'UMRAH AKAN DITOLAK 3-5 TAHUN KEDEPAN!!! OLEH KERAJAAN ARAB SAUDI. Tidak ada turis manca negara yg datang ke Indonesia kalau COVID-19 Masih bercokol di-Indonesia. Karena kasus Covid-19 Getting worse, SEMAKIN PARAH, DAN PARAH KHUSUSNYA DI DKI JAKARTA!!! Saran saya ke Bapak Presiden Joko Widodo dan Bapak Kh Ma'ruf Amien menghimbau para Imam-imam Masjid diseluruh Indonesia untuk setiap kali Sholat Subuh untuk membaca DO'A QUNUT NAZILAH... DO'A QUNUT BEBAS THO'UUN YANG DIAJARKAN RASUULULLAAH SAW!!! KHUSUSON WABIL KHUSUS PADA SETIAP SHOLAAT JUM'AT:",Negatif,10/02/21 07:39:30,,,
nkbonkaw,Saya tidak terlalu takut sama corona saya lebih takut anak dan istri saya tidak makan pak.,Negatif,10/02/21 07:45:18,,,
kadekmuriati4,Penyakit selalu ada pak .pa lagi sakitnya di cari2  dah bosan dengerin covid pak.,Negatif,10/02/21 08:12:08,,,
bundydariyah,"assalamualaikum,smga bpk presiden joko widodo dan keluarga setelah di vaksin sehat sllu dan panjang umur,Amin YRB…",Positif,10/02/21 08:16:36,,,
nicklovers01,Mantap pak president,Positif,10/02/21 09:12:45,,,
boss_babi_03,ngibul terusss,Negatif,10/02/21 11:01:36,,,
paulinapingkan,"Pak, boleh usul dilakukan tes anti gen serentak seperti pemilu, agar tracingnya akurat ini jika memungkinkan, karena nakes sudah banyak berjatuhan demikian jg masyarakat sedang waktu sudah hampir setahun, terimakasih",Negatif,10/02/21 12:38:49,,,
fitomamonto2,"Rakyat ngga dihargai kenapa sih kalian para pemimpin , saya ingin sukrano dataang",Negatif,10/02/21 13:22:49,,,
shellaaannn,Pak buka sekolah-sekolah lagi pak saya rinduu masuk sekolah lagi pakk saya bosen sekolah dirumah terusss,Negatif,10/02/21 13:23:15,,,
durohim_,"buah nangka buah belewah, alaaahhhhhh",Negatif,10/02/21 14:49:42,,,
komen_fakta,KETIKA PROTOKOL KESEHATAN 5M:*MEMAKAI MASKER*MENJAGA JARAK*MENCUCI TANGAN*MENJAUHI KERUMUNAN*MEMBATASI MOBILITASSUDAH DITERAPKAN DENGAN BAIK NAMUN PANDEMI TAK KUNJUNG USAI.. COBA TERAPKAN UJI COBA:*HENTIKAN TESTNYA*STOP ANGGARANNYA*HILANGKAN BERITANYA*BUBARKAN TEAMNYA!*KEMBALI NORMAL,Negatif,10/02/21 18:01:55,,,
siskadiana90,"Jika orang yg mempunyai uang untuk suntik faksin mungkin teratur,tapi jika tidak mempunyai uang bagaimana untuk teratur dikarrnakan suntik faksin di indonesia di bikin bisnis",Negatif,11/02/21 01:28:56,,,
arbii30_,Wakil mana wakil,Negatif,11/02/21 02:41:15,,,
rifmohammed,"Pak, itu video editornya sama admin sosmednya ga diganti aja?Masa ngedit begini kok typo. Pakai Maker. Hadeeehhh",Negatif,11/02/21 03:50:41,,,
taufanhadi0,Sehat sllu pk dee,Positif,11/02/21 04:42:51,,,
mahamerupoetra,Vaksin gembar gembor terus rumasakit tetep aja penuh pasien covid,Negatif,11/02/21 05:28:33,,,
